element	sub_ids	regions	elm_type	stroke	freq	freq1
𠚒	('⿶凵⿰⿱𠃎𠄠⿱𠃊𠄠',)	('GT',)		10.0	0.0	0.0
𠡷	('⿱劦木',)	('G',)		10.0	0.0	0.0
𠣦	('⿹勹炗',)	('GT',)		10.0	0.0	0.0
𠣧	('⿱⿹勹小⿹勹小',)	('GT',)		10.0	0.0	0.0
𠣬	('⿱旬兮',)	('G',)		10.0	0.0	0.0
𠥶	('⿷匚虎', '⿷匸虎')	('G', 'T')		10.0	0.0	0.0
𠧴	('⿺𠃊𠧪',)	('GT',)		10.0	0.0	0.0
𠩲	('⿸厂卑',)	('T',)		10.0	0.0	0.0
𠫹	('⿱厸⿻甲一',)	('GT',)		10.0	0.0	0.0
𠫼	('⿱厽⿲丿二丨',)	('GT',)		10.0	0.0	0.0
𠲯	('⿱每口', '⿱𣫭口')	('G', 'T')		10.0	0.0	0.0
𠳄	('⿱巫口',)	('GT',)		10.0	0.0	0.0
𠳅	('⿱釆口',)	('GT',)		10.0	0.0	0.0
𠳒	('⿰口𡗶',)	('V',)		10.0	0.0	0.0
𠳬	('⿰古古',)	('G',)		10.0	0.0	0.0
𠳮	('⿱右冋',)	('GT',)		10.0	0.0	0.0
𠳯	('⿰号号',)	('GT',)		10.0	0.0	0.0
𠳺	('⿰口吝',)	('GTV',)		10.0	0.0	0.0
𡇢	('⿴囗𦣻',)	('GT',)		10.0	0.0	0.0
𡋰	('⿰圥圥',)	('GT',)		10.0	0.0	0.0
𡋲	('⿱丣土',)	('GT',)		10.0	0.0	0.0
𡌓	('⿱𠧚土',)	('GT',)		10.0	0.0	0.0
𡔣	('⿱士吳', '⿱士吴')	('GP', 'Z')		10.0	0.0	0.0
𡔧	('⿱吉冗',)	('T',)		10.0	0.0	0.0
𡕚	('⿱夂見',)	('GT',)		10.0	0.0	0.0
𡕦	('⿳由儿夊', '⿳由八夊')	('T', 'Z')		10.0	0.0	0.0
𡘝	('⿱大束',)	('GT',)		10.0	0.0	0.0
𡘞	('⿱厶𡘊',)	('G',)		10.0	0.0	0.0
𡘤	('⿱𡗜电',)	('TV',)		10.0	0.0	0.0
𡘩	('⿻臼大', '⿻𦥑大')	('G', 'T')		10.0	0.0	0.0
𡘰	('⿱大豆',)	('GT',)		10.0	0.0	0.0
𡘲	('⿻大𠦜',)	('GT',)		10.0	0.0	0.0
𡝌	('⿸辰女', '⿱辰女')	('G', 'TP')		10.0	0.0	0.0
𡥨	('⿱孖日',)	('GT',)		10.0	0.0	0.0
𡨈	('⿱宀𠄢',)	('GT',)		10.0	0.0	0.0
𡨋	('⿳宀且八',)	('G',)		10.0	0.0	0.0
𡨐	('⿱宀𬉸',)	('T',)		10.0	0.0	0.0
𡨚	('⿱宀免',)	('G',)		10.0	0.0	0.0
𡨝	('⿳宀火夕', '⿱灾夕')	('G', 'X')		10.0	0.0	0.0
𡨞	('⿱宀𠬶',)	('GT',)		10.0	0.0	0.0
𡨟	('⿱宀告',)	('GT',)		10.0	0.0	0.0
𡴘	('⿱夭屰',)	('GT',)		10.0	0.0	0.0
𡷝	('⿱山𦔮',)	('GT',)		10.0	0.0	0.0
𡷰	('⿱山辰',)	('T',)		10.0	0.0	0.0
𡷾	('⿱山酉',)	('G',)		10.0	0.0	0.0
𡸁	('⿱⿻千龷凵',)	('GV',)		10.0	0.0	0.0
𡸄	('⿱山坐',)	('G',)		10.0	0.0	0.0
𢃄	('⿳世冖巾',)	('GTPV',)		10.0	0.0	0.0
𢃋	('⿱吅帀',)	('GT',)		10.0	0.0	0.0
𢆙	('⿱𠚪幵', '⿱𠚪开')	('T', 'Z')		10.0	0.0	0.0
𢇅	('⿱𢆶卝',)	('G',)		10.0	0.0	0.0
𢈙	('⿸广夾',)	('GT',)		10.0	0.0	0.0
𢈱	('⿸广利',)	('V',)		10.0	0.0	0.0
𢍍	('⿱囪廾',)	('GT',)		10.0	0.0	0.0
𢍏	('⿱釆廾',)	('GTP',)		10.0	0.0	0.0
𢑛	('⿳彑\U0003002a⿲\U0003002a丨⿱丶丶',)	('T',)		10.0	0.0	0.0
𢓭	('⿰彳夋',)	('GHTP',)		10.0	0.0	0.0
𢓰	('⿰彳妥',)	('GT',)		10.0	0.0	0.0
𢓱	('⿰彳夆',)	('GT',)		10.0	0.0	0.0
𢓸	('⿰彳𡉚',)	('GT',)		10.0	0.0	0.0
𢔀	('⿰彳𠬶',)	('GT',)		10.0	0.0	0.0
𢙽	('⿱每心',)	('GTV',)		10.0	0.0	0.0
𢚘	('⿰忄言',)	('H',)		10.0	0.0	0.0
𢚛	('⿰忄克',)	('T',)		10.0	0.0	0.0
𢚸	('⿱弄心',)	('V',)		10.0	0.0	0.0
𢦷	('⿹𢦏方',)	('GT',)		10.0	0.0	0.0
𢭎	('⿰扌夅',)	('GT',)		10.0	0.0	0.0
𢭳	('⿰扌酉',)	('V',)		10.0	0.0	0.0
𢼜	('⿰亦攵',)	('GT',)		10.0	0.0	0.0
𢼡	('⿰𦓤攵',)	('GT',)		10.0	0.0	0.0
𢼧	('⿰臣攴',)	('GT',)		10.0	0.0	0.0
𢼴	('⿰光攵',)	('G',)		10.0	0.0	0.0
𣂜	('⿰臣斤',)	('G',)		10.0	0.0	0.0
𣆗	('⿱日合',)	('GT',)		10.0	0.0	0.0
𣆟	('⿱此旦',)	('G',)		10.0	0.0	0.0
𣆪	('⿱日𠯃',)	('G',)		10.0	0.0	0.0
𣆫	('⿱臼日',)	('GT',)		10.0	0.0	0.0
𣍮	('⿰月⿱䒑屮', '⿰月屰')	('GT', 'P')		10.0	0.0	0.0
𣐸	('⿰木㐁',)	('GT',)		10.0	0.0	0.0
𣐺	('⿻木⿱尸尸',)	('GT',)		10.0	0.0	0.0
𣐽	('⿱立未',)	('GT',)		10.0	0.0	0.0
𣑩	('⿰木回',)	('G',)		10.0	0.0	0.0
𣑱	('⿱汍木', '⿱⿰氵⿻九丶木')	('GP', 'T')		10.0	0.0	0.0
𣑽	('⿱林几',)	('T',)		10.0	0.0	0.0
𣪈	('⿰多殳',)	('GT',)		10.0	0.0	0.0
𣬈	('⿰囟比',)	('GT',)		10.0	0.0	0.0
𣴠	('⿰氵𠯑',)	('GT',)		10.0	0.0	0.0
𣵀	('⿰氵𭥐',)	('HJP',)		10.0	0.0	0.0
𣵎	('⿰氵李',)	('T',)		10.0	0.0	0.0
𣵠	('⿰氵豕',)	('GK',)		10.0	0.0	0.0
𣵡	('⿰氵旱',)	('G',)		10.0	0.0	0.0
𣵣	('⿰氵何',)	('G',)		10.0	0.0	0.0
𣷚	('⿱⿻十从\U0003196f', '⿱夾⿴{11}亅')	('T', 'UCS2003')		10.0	0.0	0.0
𤇯	('⿳亠火𧘇', '⿱𬽄𧘇')	('GTP', 'X')		10.0	0.0	0.0
𤇷	('⿰衤火',)	('GT',)		10.0	0.0	0.0
𤇸	('⿱臣灬',)	('G',)		10.0	0.0	0.0
𤈕	('⿱多灬',)	('GT',)		10.0	0.0	0.0
𤈜	('⿰火至',)	('V',)		10.0	0.0	0.0
𤔍	('⿳爫龴⿱乛小', '⿱爫⿻予八')	('G', 'X')		10.0	0.0	0.0
𤕺	('⿸𤕫矢',)	('GT',)		10.0	0.0	0.0
𤞻	('⿰犭⿱⿱⿵𠆢丶乛口', '⿰犭含')	('V', 'Z')		10.0	0.0	0.0
𤤿	('⿰𤣩百',)	('H',)		10.0	0.0	0.0
𤯅	('⿱甘正',)	('G',)		10.0	0.0	0.0
𤯟	('⿱生母',)	('GTV',)		10.0	0.0	0.0
𤱍	('⿰田皮',)	('GTP',)		10.0	0.0	0.0
𤵶	('⿸疒⿱⺊弓',)	('V',)		10.0	0.0	0.0
𤼩	('⿱癶矢',)	('GT',)		10.0	0.0	0.0
𤽤	('⿱此白',)	('T',)		10.0	0.0	0.0
𥁘	('⿱𢦍皿',)	('T',)		10.0	0.0	0.0
𥁫	('⿱㦮皿', '⿱⿻𭠍二皿', '⿱\u31ef㦮丶皿')	('G', 'T', 'X')		10.0	0.0	0.0
𥄱	('⿱弗目',)	('GTP',)		10.0	0.0	0.0
𥄲	('⿱罒目',)	('GTP',)		10.0	0.0	0.0
𥄳	('⿱罒氺', '⿱罒水')	('G', 'T')		10.0	0.0	0.0
𥄷	('⿰目巨',)	('GTP',)		10.0	0.0	0.0
𥅌	('⿱𠀐目',)	('T',)		10.0	0.0	0.0
𥅘	('⿰目尔', '⿰目尓')	('GTV[B]', 'Z')		10.0	0.0	0.0
𥎵	('⿰矢可',)	('GT',)		10.0	0.0	0.0
𥑥	('⿰石生',)	('GV',)		10.0	0.0	0.0
𥑭	('⿰石巨',)	('V',)		10.0	0.0	0.0
𥞊	('⿰禾未',)	('G',)		10.0	0.0	0.0
𥞓	('⿰禾𡰥',)	('G',)		10.0	0.0	0.0
𥞔	('⿰禾民',)	('G',)		10.0	0.0	0.0
𥥍	('⿱穴𡗜', '⿱⿱宀儿𡗜')	('G', 'TP')		10.0	0.0	0.0
𥥐	('⿱穴且', '⿱⿱宀儿且')	('G', 'TV')		10.0	0.0	0.0
𥥗	('⿱穴电', '⿱⿱宀儿电')	('[G]', 'T')		10.0	0.0	0.0
𥥛	('⿱穴犮', '⿱⿱宀儿犮')	('G', 'T')		10.0	0.0	0.0
𥥟	('⿱穴瓦', '⿱⿱宀儿瓦')	('G', 'K')		10.0	0.0	0.0
𥩥	('⿰立尼',)	('GT',)		10.0	0.0	0.0
𥩮	('⿱立句',)	('GT',)		10.0	0.0	0.0
𥬄	('⿱𥫗手',)	('T',)		10.0	0.0	0.0
𥬇	('⿱𥫗犬',)	('GT',)		10.0	0.0	0.0
𥸷	('⿰米欠',)	('GTV',)		10.0	0.0	0.0
𥾸	('⿰糹勿',)	('TV',)		10.0	0.0	0.0
𦊎	('⿱罒示',)	('GT',)		10.0	0.0	0.0
𦊒	('⿱罒句',)	('GT',)		10.0	0.0	0.0
𦊚	('⿱罒本',)	('V',)		10.0	0.0	0.0
𦊜	('⿱罒禾',)	('T',)		10.0	0.0	0.0
𦊥	('⿱罒旦',)	('G',)		10.0	0.0	0.0
𦍤	('⿰羊月',)	('G',)		10.0	0.0	0.0
𦒿	('⿱老目',)	('G',)		10.0	0.0	0.0
𦕂	('⿱木耳',)	('T',)		10.0	0.0	0.0
𦕈	('⿰耳少',)	('GTV',)		10.0	0.0	0.0
𦚟	('⿰月𦣞', '⿰⺼𦣞')	('GP', 'T')		10.0	0.0	0.0
𦚣	('⿰月艮', '⿰⺼艮')	('G', 'T')		10.0	0.0	0.0
𦚧	('⿰月旬', '⿰⺼旬')	('GP', 'T')		10.0	0.0	0.0
𦚶	('⿱合⺼',)	('T',)		10.0	0.0	0.0
𦚾	('⿱㐫⺝',)	('G',)		10.0	0.0	0.0
𦣣	('⿰臣戈',)	('G',)		10.0	0.0	0.0
𦤃	('⿱自王',)	('GT',)		10.0	0.0	0.0
𦨚	('⿰舟犬',)	('GT',)		10.0	0.0	0.0
𦭶	('⿱艹先',)	('GT',)		10.0	0.0	0.0
𦮃	('⿱艹⿴北丨',)	('GT',)		10.0	0.0	0.0
𦮋	('⿱芒巛',)	('GT',)		10.0	0.0	0.0
𦮎	('⿱艹共',)	('GTV',)		10.0	0.0	0.0
𦮔	('⿱艹夅',)	('G',)		10.0	0.0	0.0
𦮕	('⿱艹𠇍',)	('G',)		10.0	0.0	0.0
𦮠	('⿱艹戌',)	('T',)		10.0	0.0	0.0
𦮴	('⿱艹年',)	('V',)		10.0	0.0	0.0
𧆠	('⿸虍手',)	('T',)		10.0	0.0	0.0
𧉊	('⿱父虫',)	('GTP',)		10.0	0.0	0.0
𧉎	('⿱虫⺝', '⿱虫⺼')	('G', 'T')		10.0	0.0	0.0
𧉏	('⿱\U00031f00虫',)	('GT',)		10.0	0.0	0.0
𧉘	('⿱止虫',)	('GT',)		10.0	0.0	0.0
𧙃	('⿳亠可𧘇',)	('GTP',)		10.0	0.0	0.0
𧙍	('⿱失衣',)	('GT',)		10.0	0.0	0.0
𧙏	('⿳亠由𧘇',)	('GT',)		10.0	0.0	0.0
𧟨	('⿱襾升', '⿱覀升')	('G', 'T')		10.0	0.0	0.0
𧥢	('⿱大言',)	('GTP',)		10.0	0.0	0.0
𧥥	('⿱巛言',)	('GTP',)		10.0	0.0	0.0
𧥧	('⿱夕言',)	('H',)		10.0	0.0	0.0
𧮭	('⿰谷{20}', '⿰谷丸')	('GT', 'UCS2003')		10.0	0.0	0.0
𧯜	('⿱宀豆',)	('GT',)		10.0	0.0	0.0
𧰬	('⿱\U00030006𧰨',)	('GT',)		10.0	0.0	0.0
𧲣	('⿰豸寸',)	('T',)		10.0	0.0	0.0
𧴫	('⿰貝寸',)	('GT',)		10.0	0.0	0.0
𧴮	('⿹弋貝',)	('G',)		10.0	0.0	0.0
𧴲	('⿱巛貝',)	('GTPV',)		10.0	0.0	0.0
𨊫	('⿰車亍',)	('T',)		10.0	0.0	0.0
𨊰	('⿰車乞',)	('GV',)		10.0	0.0	0.0
𨓜	('⿺辶免',)	('GP',)		10.0	0.0	0.0
𨓤	('⿺辶⿱日夊',)	('T',)		10.0	0.0	0.0
𨛼	('⿰育阝',)	('T',)		10.0	0.0	0.0
𨤏	('𨤏',)	('GT',)		10.0	0.0	0.0
𨤾	('⿱𠆢⿳{77}⺌一',)	('GT',)		10.0	0.0	0.0
𨳌	('⿱𠄟門',)	('GT',)		10.0	0.0	0.0
𨺅	('⿰𨸏\u2ffe𨸏',)	('GTP',)		10.0	0.0	0.0
𩇧	('𩇧',)	('GT',)		10.0	0.0	0.0
𪝉	('⿰亻⿱攵木', '⿰亻条')	('T', 'Z')		10.0	0.0	0.0
𪞁	('⿷免厶',)	('T',)		10.0	0.0	0.0
𪠋	('⿸厂直',)	('T',)		10.0	0.0	0.0
𪣣	('⿰土君',)	('T',)		10.0	0.0	0.0
𪧐	('⿱宀伯',)	('T',)		10.0	0.0	0.0
𪯌	('⿰𠂤攵',)	('G',)		10.0	0.0	0.0
𪶀	('⿰氵男',)	('TK',)		10.0	0.0	0.0
𪸥	('⿰火耳',)	('TK',)		10.0	0.0	0.0
𪺮	('⿳⿱亠厶冖牛',)	('T',)		10.0	0.0	0.0
𫂵	('⿱米日',)	('K',)		10.0	0.0	0.0
𫆁	('⿰耳欠',)	('T',)		10.0	0.0	0.0
𫊫	('⿱⿻又丷虫',)	('TP',)		10.0	0.0	0.0
𫐩	('⿺辶坐',)	('T',)		10.0	0.0	0.0
𫕄	('⿰阝具',)	('T',)		10.0	0.0	0.0
𫝗	('⿸厂⿱白子',)	('J',)		10.0	0.0	0.0
𫝤	('⿱龹天',)	('J',)		10.0	0.0	0.0
𫟎	('⿳艹\U00030004𫶧', '⿱艹𠃤')	('J', 'Z')		10.0	0.0	0.0
𫢴	('⿰亻⿱从龰',)	('G',)		10.0	0.0	0.0
𫦂	('⿰{7}刂',)	('G',)		10.0	0.0	0.0
𫩁	('⿰㣇又',)	('G',)		10.0	0.0	0.0
𫪉	('⿰只只',)	('T',)		10.0	0.0	0.0
𫯎	('⿰夊每',)	('G',)		10.0	0.0	0.0
𫳇	('⿱宀⿳丅口丄',)	('G',)		10.0	0.0	0.0
𫵼	('⿱山更',)	('G',)		10.0	0.0	0.0
𫸚	('⿱辰廾',)	('G',)		10.0	0.0	0.0
𫸳	('⿰弓貝',)	('G',)		10.0	0.0	0.0
𫹔	('⿰彳⿱止口',)	('G',)		10.0	0.0	0.0
𫼋	('⿸戶圭', '⿸户圭')	('J', 'Z')		10.0	0.0	0.0
𫾬	('⿰耳攵',)	('G',)		10.0	0.0	0.0
𬀴	('⿱龹日',)	('T',)		10.0	0.0	0.0
𬁼	('⿱次⺝',)	('G',)		10.0	0.0	0.0
𬂧	('⿰未未',)	('T',)		10.0	0.0	0.0
𬂹	('⿰木⿺廴手', '⿰木𢌜')	('T', 'Z')		10.0	0.0	0.0
𬆣	('⿰⿱㇒{5}殳',)	('T',)		10.0	0.0	0.0
𬇦	('⿱龹水',)	('T',)		10.0	0.0	0.0
𬊇	('⿱炏乂',)	('G',)		10.0	0.0	0.0
𬐚	('⿱𠂉𠱄',)	('U',)		10.0	0.0	0.0
𬒴	('⿰礻缶',)	('G',)		10.0	0.0	0.0
𬓥	('⿰禾⿻干二',)	('M',)		10.0	0.0	0.0
𬔰	('⿱𥫗心',)	('J',)		10.0	0.0	0.0
𬙜	('⿱罒矢',)	('G',)		10.0	0.0	0.0
𬙮	('⿱羊牛',)	('G',)		10.0	0.0	0.0
𬜲	('⿱艹角',)	('J',)		10.0	0.0	0.0
𬜶	('⿱𫇦夗', '⿱艹𪞏')	('T', 'X')		10.0	0.0	0.0
𬜷	('⿱艹冶',)	('J',)		10.0	0.0	0.0
𬬺	('⿰钅且',)	('G',)		10.0	0.0	0.0
𬯁	('⿰阝辛',)	('J',)		10.0	0.0	0.0
𬺞	('⿱𠮥{46}',)	('T',)		10.0	0.0	0.0
𬾨	('⿰亻𤰅',)	('J',)		10.0	0.0	0.0
𭃳	('⿰𧈧刂',)	('S',)		10.0	0.0	0.0
𭆆	('⿱⿰牙攵厂',)	('J',)		10.0	0.0	0.0
𭆞	('⿳厶大氺',)	('J',)		10.0	0.0	0.0
𭆟	('⿱林厶',)	('S',)		10.0	0.0	0.0
𭍠	('⿱龶回',)	('JS',)		10.0	0.0	0.0
𭕞	('⿸尸𫹏',)	('S',)		10.0	0.0	0.0
𭖦	('⿱山谷',)	('S',)		10.0	0.0	0.0
𭖨	('⿱山夋',)	('K',)		10.0	0.0	0.0
𭘧	('⿳𠦜冖巾',)	('J',)		10.0	0.0	0.0
𭙜	('⿸广更',)	('K',)		10.0	0.0	0.0
𭙡	('⿸广甬',)	('JS',)		10.0	0.0	0.0
𭜨	('⿱死心',)	('S',)		10.0	0.0	0.0
𭜪	('⿱⿴囗夊心',)	('S',)		10.0	0.0	0.0
𭜫	('⿱虫心',)	('S',)		10.0	0.0	0.0
𭜮	('⿱龹⺗',)	('J',)		10.0	0.0	0.0
𭜵	('⿱𢑑心',)	('J',)		10.0	0.0	0.0
𭣯	('⿰朿攴',)	('J',)		10.0	0.0	0.0
𭣱	('⿰杀攵',)	('J',)		10.0	0.0	0.0
𭤶	('⿰方耳',)	('S',)		10.0	0.0	0.0
𭥯	('⿱日有',)	('S',)		10.0	0.0	0.0
𭦃	('⿱⿻人⿰二二日', '⿱⿻人{11}日')	('J', 'Z')		10.0	0.0	0.0
𭩶	('⿱列木',)	('K',)		10.0	0.0	0.0
𭪂	('⿰木𣲇',)	('M',)		10.0	0.0	0.0
𭭇	('⿰朿欠',)	('S',)		10.0	0.0	0.0
𭭉	('⿰交欠',)	('S',)		10.0	0.0	0.0
𭭋	('⿰羊欠',)	('J',)		10.0	0.0	0.0
𭮩	('⿰百殳',)	('S',)		10.0	0.0	0.0
𭮪	('⿰吉殳',)	('KU',)		10.0	0.0	0.0
𭮫	('⿰𠂤殳',)	('J',)		10.0	0.0	0.0
𭮬	('⿰毎殳', '⿰每殳')	('S', 'Z')		10.0	0.0	0.0
𭯍	('⿱{2}比',)	('S',)		10.0	0.0	0.0
𭰘	('⿰氵巫',)	('S',)		10.0	0.0	0.0
𭻉	('⿳𠂉口田',)	('J',)		10.0	0.0	0.0
𭽎	('⿰百升',)	('S',)		10.0	0.0	0.0
𭿷	('⿱矛冋',)	('J',)		10.0	0.0	0.0
𮈄	('⿰糸攵', '⿰糹攵')	('J', 'Z')		10.0	0.0	0.0
𮊀	('⿱今罒',)	('K',)		10.0	0.0	0.0
𮊂	('⿱罒罒',)	('J',)		10.0	0.0	0.0
𮎁	('⿱旡舛',)	('J',)		10.0	0.0	0.0
𮏄	('⿱艹困',)	('JS',)		10.0	0.0	0.0
𮓸	('⿺元虫',)	('KS',)		10.0	0.0	0.0
𮕩	('⿳亠丑𧘇',)	('JS',)		10.0	0.0	0.0
𮜿	('⿰車{20}', '⿰車丸')	('J', 'Z')		10.0	0.0	0.0
𮠚	('⿱𠂉？',)	('J',)		10.0	0.0	0.0
𮥆	('⿰阝豕',)	('S',)		10.0	0.0	0.0
𮩸	('⿹{51}中',)	('S',)		10.0	0.0	0.0
𮫮	('⿱𤰗大',)	('J',)		10.0	0.0	0.0
𮮑	('⿱禾尒',)	('J',)		10.0	0.0	0.0
𰀒	('⿱丙丙',)	('B',)		10.0	0.0	0.0
𰀕	('⿰丙丙',)	('G',)		10.0	0.0	0.0
𰀦	('⿰㠯㠯',)	('G',)		10.0	0.0	0.0
𰄔	('⿰出出',)	('G',)		10.0	0.0	0.0
𰇩	('⿱貝口',)	('B',)		10.0	0.0	0.0
𰉯	('⿱成土',)	('G',)		10.0	0.0	0.0
𰙤	('⿰正正',)	('B',)		10.0	0.0	0.0
𰙩	('⿱\U00031414止',)	('G',)		10.0	0.0	0.0
𰛖	('⿱𡗜⿴{11}亅', '⿱𡗜氺')	('T', 'Z')		10.0	0.0	0.0
𰛷	('⿰氵㡀',)	('T',)		10.0	0.0	0.0
𰞚	('⿸产火',)	('B',)		10.0	0.0	0.0
𰢱	('⿰用用',)	('S',)		10.0	0.0	0.0
𰦖	('⿰矢矢',)	('B',)		10.0	0.0	0.0
𰫝	('⿰糹尹',)	('B',)		10.0	0.0	0.0
𰭍	('⿱𠔿免', '⿱𠔿⿳刀𫩏儿')	('[G]T', 'S')		10.0	0.0	0.0
𰮤	('⿰月⿻丷夫', '⿰月𠔉')	('B', 'Z')		10.0	0.0	0.0
𰯯	('⿰臣殳',)	('B',)		10.0	0.0	0.0
𰲚	('⿸𠂆⿸虍人',)	('G',)		10.0	0.0	0.0
𰺅	('⿱共车',)	('B',)		10.0	0.0	0.0
𱍂	('⿰龙龙',)	('B',)		10.0	0.0	0.0
𱒦	('⿰口寿',)	('G',)		10.0	0.0	0.0
𱒱	('⿱余口',)	('B',)		10.0	0.0	0.0
𱛩	('⿱山束',)	('V',)		10.0	0.0	0.0
𱥂	('⿱正正',)	('K',)		10.0	0.0	0.0
𱦋	('⿱水回',)	('G',)		10.0	0.0	0.0
𱦝	('⿰氵串',)	('G',)		10.0	0.0	0.0
𱰮	('⿱田令',)	('GU',)		10.0	0.0	0.0
𱳛	('⿱矛示',)	('T',)		10.0	0.0	0.0
殸	('⿰声殳',)	('GTJP',)		11.0	167.4	494554.50000000006
旣	('⿰皀旡',)	('GHTKP',)		11.0	334.7	450664.6833333334
𢛳	('⿳⿱十罒一心',)	('J',)		11.0	0.0	412710.2
貫	('⿱毌貝',)	('GHTJKPV',)		11.0	12140.4	347353.4
羕	('⿱𦍌永', '⿱𦍌⿱亠水')	('GHTP', 'K')		11.0	69.7	346619.60000000003
𦰩	('⿱艹⿻𠮡人', '⿱廿⿻𠮡人')	('J', 'U')		11.0	0.0	336298.10000000003
麻	('⿸广林', '⿸广𣏟')	('GHJPV[S][B]', '[M]TK')		11.0	41472.0	311353.4000000001
婁	('⿱⿻⿱⿻口一口丨女',)	('GHTJKPV',)		11.0	6997.4	308029.1000000003
專	('⿱{7}寸',)	('GHTJKPV',)		11.0	45046.8	287758.7
𢇇	('⿱𢆶丱',)	('GTPV',)		11.0	0.0	186099.30000000002
曼	('⿳日罒又', '⿳冃罒又')	('GJKPV', 'HT')		11.0	12690.2	140905.70000000004
魚	('⿳⺈田灬',)	('GHTJKPV',)		11.0	50699.5	138523.2999999997
啇	('⿳亠丷⿵冂古',)	('GHTJKP',)		11.0	320.8	127628.69999999997
鳥	('⿹{47}灬',)	('GHTJKPV',)		11.0	34683.0	123772.49999999956
𬀷	('⿱𠂉昜',)	('VU',)		11.0	0.0	121023.7
祭	('⿱{21}示',)	('GHTJKPV',)		11.0	48869.9	113452.3
㒼	('⿱廿⿻丨⿵冂𠓜',)	('GHTJK',)		11.0	139.5	107644.2
象	('⿻𠮥𧰨', '⿱{2}𧰨')	('GV', 'HTJKP')		11.0	78169.2	105218.59999999998
野	('⿰里予',)	('GHTJKPV',)		11.0	216755.8	91460.7
票	('⿱覀示',)	('GHTJKP',)		11.0	13359.4	88021.40000000004
竟	('⿱音儿',)	('GHTJKPV',)		11.0	116304.2	81578.0
堇	('⿱廿⿻口龶',)	('GHTKPV',)		11.0	914.0	77387.65
鹿	('⿸{55}比',)	('GHTJKPV',)		11.0	16352.8	71635.26666666666
敕	('⿰束攵',)	('GHTJKPV',)		11.0	5920.1	69862.2
埶	('⿰坴{20}', '⿰⿱{114}土{20}', '⿰坴丸')	('GTJP', 'H', 'KV')		11.0	5146.2	69516.90000000001
淮	('⿰氵隹',)	('GHTJKPV',)		11.0	24006.9	67063.4
責	('⿱龶貝',)	('GHTJKPV',)		11.0	41325.8	66854.0
翏	('⿱羽㐱',)	('GHTJKP',)		11.0	404.4	63157.500000000015
區	('⿷匚品', '⿷匸品')	('GJKPV', 'HT')		11.0	34566.5	62538.00000000001
斬	('⿰車斤',)	('GHTJKPV',)		11.0	35817.3	60220.50000000002
異	('⿱田共',)	('GHTJKPV',)		11.0	89830.3	55565.98333333334
奞	('⿱大隹',)	('GTJ',)		11.0	83.7	55509.5
黄	('⿳龷由八', '⿳龷田八')	('GHJV[B]', 'T')		11.0	122039.5	50253.04999999999
𪟊	('⿳丆且分',)	('T',)		11.0	0.0	49270.4
悤	('⿱囱心',)	('GHTJKP',)		11.0	153.4	47749.73333333332
從	('⿰彳⿱从龰',)	('GHTJKPV',)		11.0	313181.3	47249.0
殹	('⿰医殳',)	('GTJP',)		11.0	153.4	46419.100000000006
㳟	('⿱共水', '⿱共氺')	('T', 'JP')		11.0	0.0	45672.4
敝	('⿰㡀攵', '⿰㡀攵')	('GHTV[B]', 'JKP[S]')		11.0	8712.6	43915.60000000001
頃	('⿰匕頁',)	('GHTJKPV',)		11.0	14428.5	43147.0
曹	('⿱{98}日', '⿱{98}曰')	('GTJKPV', 'H')		11.0	40651.9	43125.8
鄉	('⿰乡郎',)	('GHT',)		11.0	46483.4	41740.283333333326
啚	('⿳口十回', '⿱口㐭', '⿳口丄回')	('GV[U][S]', 'MT', 'JKP')		11.0	55.8	39002.1
𣶒	('⿻⿰片爿一', '⿴⿰片爿一', '⿴⿰片爿一')	('GTV', '[H]', 'UCS2003')		11.0	0.0	35771.40000000001
宿	('⿱宀佰',)	('GHTJKPV',)		11.0	28582.2	33901.399999999994
啬	('⿱⿻土丷回',)	('G',)		11.0	3160.7	33695.7
𡕩	('⿳囟八夊', '⿳囟儿夊')	('G', 'T')		11.0	0.0	31040.4
將	('⿰爿⿱\U00031f00寸', '⿰爿寽', '⿰爿⿱\U0002b735寸')	('GH[M]TJK[S]', 'P', 'V')		11.0	487051.4	29536.700000000004
參	('⿱厽㐱',)	('GHTJKPV',)		11.0	44536.3	28367.90000000001
曽	('⿱𬎿日',)	('GMJ',)		11.0	0.0	27267.499999999996
𦰌	('⿱艹⿻口龶',)	('T',)		11.0	0.0	25674.25
畨	('⿱米田',)	('GTP',)		11.0	0.0	24235.15
𠁳	('⿻山⿰丰丰',)	('G',)		11.0	0.0	21397.8
萑	('⿱艹隹',)	('GHTJKP',)		11.0	579.0	21114.0
章	('⿱立早',)	('GHTJKPV',)		11.0	73712.3	20555.599999999995
孰	('⿰享{20}', '⿰享丸')	('GHTP', 'JK[V]')		11.0	20356.2	20068.25
寅	('⿱宀⿳一由八',)	('GHTJKPV',)		11.0	13554.9	19158.200000000008
㣎	('⿳白𡭔彡',)	('GT',)		11.0	27.9	18520.0
麥	('⿱來夊', '⿳⿻十从𠆢夊')	('GJKPV[S]', 'HT[U]')		11.0	13519.5	18259.000000000004
𤱪	('⿱{82}田', '⿻聿日')	('GT', 'UCS2003')		11.0	0.0	17721.1
尉	('⿰𫵖寸',)	('GHTJKPV',)		11.0	67864.6	17700.600000000002
𠚕	('⿶凵⿱丛从',)	('G',)		11.0	0.0	17273.9
